0,1,2,3,4,5,6,7,8,9,cluster
0.18507850852787608,0.31359670502636816,-0.025527227415496845,0.1433031921857902,0.26374864751454663,2,1,0,1,2,1
-0.05486799889672704,0.2548908586775768,-0.16792328111541882,0.37541571104936483,-0.27218645762206456,2,2,2,0,0,0
-0.02648914508100341,0.0763791541135573,-0.5188608409621969,0.09271471123744598,-0.09016817680012995,0,1,1,2,1,2
-0.1680457513834762,0.004066231265150239,-0.2822484226228841,0.12418271754430701,-0.5075380735169299,2,1,2,1,0,0
-0.008244176308865599,0.07865348449747325,-0.38175791700794187,-0.16323168656793696,-0.30045360413913613,0,1,2,1,1,2
-0.015465796206241417,0.19730568228854897,-0.2479176471396973,0.388174153791646,-0.38791408776541536,2,1,2,1,1,-1
-0.02120589914595178,0.12494515630960906,-0.2995722140434991,0.21257746567658486,-0.38453040328179966,1,2,2,1,0,0
0.5189504825490365,0.4146288065322166,-0.1302992896556307,0.020611287687492735,0.32668844145564413,1,1,0,1,2,1
-0.08439196629647067,0.13988005914157353,-0.1057059269830192,0.3158740779693273,-0.16907841045524188,1,1,2,1,0,0
0.01049554679284899,0.13968123467803029,-0.15933410948003773,0.15394906812944736,-0.4811562819805122,2,2,2,1,0,0
0.11904502019759217,0.1666696279881635,-0.15211004985015797,0.23645286134283947,-0.3589231598484434,2,2,2,1,0,0
0.09615734879713565,0.11480460165738972,-0.45209186515609434,-0.26518017951003836,-0.19560664251047089,0,2,1,2,1,2
-0.0612661039649236,0.06255265116392204,-0.26680281252392896,0.29914011948903074,-0.45739428183191133,2,2,2,1,1,0
-0.2042079537359707,0.2024133416204602,-0.34018282821234497,0.2021722645732405,-0.31012535920253925,2,2,2,1,1,0
-0.1438666699663752,0.07542052082679987,-0.30989627939164466,-0.06295650867108321,-0.49921851135064577,0,1,2,2,1,2
0.02648311983539839,0.1585239295898154,-0.22406119685184317,0.08081059561411062,0.20574021165121015,2,1,1,1,2,1
0.08849016433068291,0.39927868209677875,-0.10923749437512462,0.12325971748082447,0.09506976506296783,2,1,1,0,2,1
-0.24485237424282186,0.08383932144073296,-0.37619086361157295,0.25295012826527175,-0.4131467556312337,1,2,2,0,0,0
-0.1309171348648155,0.195914450491786,-0.40004734825665994,0.3995483913646567,-0.5320707799393551,1,1,2,1,0,0
0.17325027722879238,0.5645191056049775,-0.037983673044446775,0.1860191832687488,0.33113697247685403,2,0,0,1,2,2
0.19346846255682187,0.4705473179552162,-0.19599159540218197,0.15026606401193746,0.31125566641297786,2,0,0,1,2,2
-0.02114878596517144,0.0075742444355735294,-0.5152917004279763,-0.022872635426248705,-0.3152757224362016,0,1,2,1,1,2
-0.05563018135044242,0.15847649776671296,-0.2493600503147936,0.43421590850734026,-0.5687145238213066,1,2,2,1,0,0
0.011474807814952415,0.22732943535929706,-0.18923285331365314,0.295507376931626,0.2059921640407763,2,1,1,1,2,1
0.04296963482732741,0.2711076930278722,-0.26362369849235023,0.335418886964088,-0.4348967313219315,1,2,2,1,0,0
-0.23303734590500433,0.07344210857153925,-0.37383898181030206,0.3133700305222886,-0.3718563224430897,1,2,2,1,0,0
-0.13544326274171944,0.13630489033679952,-0.46799195994170867,-0.24240388144429328,-0.34927201852662065,0,1,1,2,1,2
-0.03893669574334867,0.07641754449705225,-0.11356877069598423,0.4128883226240669,-0.3700656270139932,1,2,2,1,0,0
0.011464732955697748,0.16410312581208833,-0.41917450831012115,0.028763820220791214,-0.3240411952107511,0,0,1,2,1,2
0.012978677502905336,0.10612836638251807,-0.2617229579698223,0.4184816462873676,-0.5158585553811238,1,2,2,1,0,0
0.015157125345704014,0.25402723599823473,-0.545680047287808,-0.17333243667547418,-0.29139063729709735,0,1,2,2,1,2
0.35846991753020024,0.3310634387362732,-0.1407822255141044,-0.060337031316074846,0.42532088151139846,2,1,0,2,2,2
0.32963168699699713,0.506702109660663,-0.12036478954646293,0.13185283433561376,0.203320742545551,2,1,1,2,1,1
0.03975556334649222,0.004863477059947968,-0.23356222612545616,-0.01611591599448528,-0.27711569682822523,0,1,1,2,1,2
-0.03255509373834267,0.27678678632997356,-0.3207519979662799,-0.22437009399114266,-0.4766521013041427,0,1,1,2,1,2
0.16198647689679957,0.3657596959090069,0.023909705076014864,0.219441859841034,0.2213237472730008,2,0,0,0,2,2
0.36659983843169924,0.37837685617705413,-0.335250050223324,0.10557599604113695,0.29468578237077864,2,1,0,1,2,1
-0.20506770035740068,0.22214641654580053,-0.13786410635686347,0.3458707298663781,-0.2847087099303737,2,2,2,0,0,0
0.026134703376449075,0.16279641350259044,-0.2511820543168385,0.4031841246341632,-0.3235653129516191,1,2,2,1,0,0
-0.06409090390653328,0.12911286139460812,-0.3139465677341865,-0.19918624826552453,-0.09867564277797009,0,2,1,1,1,-1
0.26174848110721005,0.5170470670262342,-0.28138410748533627,0.1115422631751279,0.24890864904790316,2,1,0,1,2,1
0.04162851792588444,0.10729708044455834,-0.4423427526371436,-0.21768017154444516,-0.3734917464084161,0,1,1,2,1,2
0.10310372375961958,0.1956672209474264,-0.38228776439499157,-0.27428411441054157,-0.2128107828769003,0,1,1,2,1,2
-0.08533201733533373,0.19931415564840943,-0.3557748575034646,-0.06684095699411292,-0.3769913710883184,0,1,1,2,1,2
-0.12319205292038557,0.06980056689131245,-0.3860499120377703,-0.21420697770616698,-0.04313280920958759,0,1,1,1,1,-1
-0.032799218821964064,0.1653087858419061,-0.3237881582599406,0.2975984500734568,-0.5314986023584798,1,2,2,0,0,0
0.05974964921056622,0.3762756597098398,-0.3360101500110667,0.23944166229249675,0.3493480964358787,2,0,1,1,1,1
-0.0067394399828834065,0.11947724329862479,-0.1229369850487558,0.4070148738837953,-0.23818911986712582,1,1,2,0,0,0
-0.1330159049237618,0.15217243649830234,-0.20531455186375386,0.29301868680534787,-0.4738661346153852,2,1,2,1,0,0
0.010894372626009868,0.09006536524124216,-0.06122727551330781,0.34964291162817246,-0.2716778217926913,1,2,2,1,1,0
-0.01727290265038807,0.20838546662547364,-0.23345027417571781,0.354935660483888,-0.36095250522796624,2,2,2,1,0,0
0.14793657408325311,0.35148341478628436,-0.09158833146471332,0.15224988547730745,0.34205748067785324,2,1,1,1,2,1
0.04360665769461966,0.24801935115164414,-0.1911037029373837,0.4143015046370117,-0.4216208595925952,1,2,2,0,0,0
0.3403036164598624,0.38879562010213387,-0.18771864659915025,0.020550478438672276,0.22028700887759295,2,1,1,1,1,-1
-0.06802268275280633,0.24912049473490383,-0.30382512327498,-0.14830864018340784,-0.178802325116515,0,1,1,2,0,2
-0.2710972334432661,0.2243686079565296,-0.24340586447751061,0.07908970161206907,-0.12590545249364243,0,1,2,1,1,2
-0.24505095841097274,0.15739915734436438,-0.17580251616716017,-0.1531986968085912,-0.2530686107960682,0,1,1,1,1,-1
-0.24914158957086435,0.2375814528091146,-0.1865497143070932,0.23238067834394227,-0.3881700588712705,1,2,2,1,0,0
0.05262388813665049,-0.05586260474634336,-0.6610036993685422,-0.3393560260511476,-0.26397330245998574,0,1,1,2,1,2
0.30818191047849475,0.383856291107146,-0.11118765068390823,0.13931471234030135,0.33101434458320517,1,1,1,1,2,-1
-0.014735807390864428,0.06449313778580357,-0.4760056725629222,-0.09042624659882094,-0.13605816739663096,0,1,2,2,1,2
-0.1743482568137392,0.24852764347055084,-0.4031925155506984,-0.18075873441644258,-0.30010863490807455,0,1,1,1,1,-1
0.11323142528941321,0.32425658692915504,-0.283208788099108,0.36415799433165186,-0.3064652669768887,2,2,2,1,1,0
0.24313786455061354,0.3296099162125539,-0.16126529021677471,0.04421923628454333,0.18850272458533962,1,0,1,1,2,2
-0.1693569903450669,0.14878636305394222,-0.5968477041171324,-0.21677643489879575,-0.19696844169140715,1,1,2,2,1,2
0.367678694194044,0.34881775570844253,-0.10014709405107426,0.19267925581375753,0.37998742949567554,2,1,0,1,2,1
-0.06873888315676636,0.0984640811054813,-0.27189909691387104,0.038826857631052175,-0.467945591887614,0,1,1,1,1,-1
-0.020923782766314278,0.26878501899235063,-0.3575008084764237,0.2676645274974401,-0.41339275594628255,1,1,2,0,0,0
-0.158964381490051,0.1577382023860875,-0.44838720370883056,-0.14444600569044588,-0.3089845358549964,0,1,2,1,1,2
0.08155206571528606,0.2775535129430255,-0.2653869472705165,0.11347029274743659,0.4362360711845658,2,1,0,1,2,1
0.03473553016428392,0.26798203634717355,-0.41878042401733884,-0.07734397487120316,-0.3522818480686565,0,1,1,1,1,-1
0.08331128901925904,0.24352562394281846,-0.3393533663838229,-0.30490702619655263,-0.22150701101255507,1,1,1,2,1,-1
-0.08459275096036599,0.21823805266913116,-0.1309134003902262,0.2654022040472599,-0.6646957202530586,1,1,2,2,0,2
-0.057902664371831676,0.20200098178330167,-0.36795315487210145,0.38655717296986214,-0.3643814752568348,1,2,2,1,0,0
-0.13488144020899945,0.055489799119364774,-0.2961085262843599,0.2107558533445194,-0.37899076847411345,1,2,1,0,0,0
-0.12202665974779286,0.26989711744204603,-0.593607030496584,-0.12263388085748801,-0.3057911006242374,0,1,0,2,1,2
-0.18877198552308638,0.19966798967119087,-0.20398727406321968,0.4938764826975849,-0.30325653784878315,1,1,2,1,0,0
-0.2089327296212417,0.3527762378534999,-0.44681197744354695,-0.11012229911266558,-0.3843359999070697,0,0,2,2,2,2
-0.06341013364390348,0.31704176040602416,-0.2825821068415354,0.48124682899275906,-0.4363553050741674,1,1,2,1,0,0
0.07608425536571019,0.2663801604227499,-0.24172789907251063,-0.03722252749086449,-0.3104337606064232,0,1,1,2,1,2
0.26327838802024683,0.2885574556690586,-0.14687412762606689,-0.1174251293687095,0.19395400540574192,2,1,0,0,2,1
0.34682859374359054,0.3050936499909932,-0.13331646773125083,0.010881946265206888,0.3099753618618508,2,1,1,1,2,1
0.08737644523292133,0.17594274214656164,-0.2699197278634179,-0.20178308366104908,-0.22314345902685573,0,1,1,2,1,2
0.06908173744395008,0.31375798399985233,-0.17479762345822952,0.18575238661887175,-0.36546568057373097,2,1,1,1,0,-1
0.0638452962037276,0.1447410315032536,-0.4263975614417749,0.02840799168292585,-0.346434764934902,0,1,1,2,1,2
0.16889443019135664,0.3879565136140734,-0.126024672731119,0.1153580021840951,0.3141275977112461,2,0,1,1,2,2
0.27002556599092997,0.3607518897853127,-0.37413175090435874,0.44297349986093737,0.5748496152592688,2,1,0,1,2,1
0.08092068780842082,0.44558410619600525,-0.056538936108660065,0.11699955350521687,0.45279696315465034,2,1,0,1,2,1
0.25350234914845426,0.3801682373516104,-0.11229241903108439,-0.0011490780405621903,0.30077272421061774,2,1,1,1,1,-1
0.2992794294068794,0.29938861394871535,-0.1005724669148714,0.06448611147124383,0.2931281981399555,2,1,1,1,1,-1
0.30158618840793305,0.36579025729401443,-0.16344605872422704,0.23285201325896882,0.2704069105397738,2,0,0,0,1,1
0.09011543986430887,0.47647049763253935,-0.1812267490113093,0.11188995733047134,0.3289624426867662,2,0,0,1,2,2
-0.17867276654206676,0.116380437634025,-0.16910420253760905,0.33732785550500566,-0.3859229484939308,1,2,2,0,0,0
0.3560394771562506,0.5241210821937039,0.03527208310452418,0.0522883260106516,0.2629913275481804,2,1,0,1,2,1
-0.19984673273904935,0.23457552167434792,-0.4834316237273977,-0.4732190623135262,-0.21763214013008092,0,2,1,2,0,2
-0.14327328855323193,0.17263303168807353,-0.2818936759292549,0.14674394258029896,-0.4116550203542029,1,1,2,1,0,0
-0.0816008037458977,-0.06727060824231407,-0.3484762562682108,-0.190286550196422,-0.43325506623395904,0,1,1,2,1,2
0.1934266688774916,0.3637175114433719,-0.25366492947320857,0.07194121530240041,0.45243277698920403,2,1,0,1,1,1
0.07105605794342258,0.12323829732569716,-0.32182123757685077,-0.2815997873875592,-0.3383350400698247,0,2,1,2,1,2
-0.10184395358790635,0.014710229222554994,-0.4396537156294784,0.23592368245146678,-0.4940124954273356,1,2,2,0,0,0
0.019051031013184797,0.16200906997829,-0.26064326350511685,-0.103070358825602,-0.4458923647437729,1,1,1,1,1,-1
0.27339370149158865,0.19326258054790213,-0.16267156764589502,0.2070798896108104,0.31109213319028506,2,0,0,1,2,2
0.22454948934603838,0.5476712092679805,-0.1692428600833975,0.22322248162620978,0.24434368806192808,2,0,0,1,2,2
-0.11950058965900628,0.2877935826941668,-0.33183507944766183,-0.2301225078358364,-0.17224777216822085,0,1,1,1,1,-1
0.06104417998565739,0.21383404737353107,-0.3504990461286004,0.35048000182487504,-0.3460387049145044,2,2,1,0,0,0
-0.11798663336121132,0.07627756025737095,-0.3743947737909717,-0.1875474325315076,-0.23262627304514272,0,1,1,2,0,2
0.19874964213824575,0.41445532739079594,-0.07868131880241269,0.242496478373732,0.21354711225557124,2,1,1,1,2,1
0.018993218603340106,0.179516252727873,-0.5531540145042131,-0.20267283576603318,-0.2203488520509053,0,1,1,1,1,-1
0.34178730988904726,0.22120115514525635,-0.15563434659258665,0.2267707383543035,0.384887956527147,2,1,0,0,2,1
-0.07225263004314134,0.16872328530549724,-0.1374438793014499,0.4452901727196884,-0.3246648452728032,1,2,2,1,1,0
-0.08069234581129758,-0.0371091547039038,-0.2085662151847291,0.37486099071448997,-0.43049679066079904,1,1,2,0,0,0
0.0511543153494224,0.1306568213846505,-0.05124013533198926,0.3942255668715302,-0.3876616066004468,1,1,2,1,0,0
-0.11099004404778835,0.29843101350294715,-0.3589255257506687,-0.09852546497071463,-0.39163859001704293,0,1,1,1,1,-1
0.10558156217790693,0.16270100217287856,-0.12762161578549144,0.2910048342256079,-0.4987881923419955,2,1,1,1,0,-1
0.3100943749662581,0.437002873695849,-0.17263383527496656,0.028775407325809285,0.2901764748919953,2,1,0,0,2,1
0.29654650326462667,0.29105389840944584,-0.2957393684258262,0.17443643592627633,0.4757336011068781,2,1,0,1,2,1
0.13714193656758744,0.39827296515728466,-0.18072524130164097,0.1372406985806927,0.33274138128244546,2,1,0,1,2,1
-0.19353306309378798,0.20733501506874047,-0.3489562085862161,-0.028560729041195138,-0.2931921080846704,0,1,1,2,1,2
-0.14382423103958075,0.3657313237363323,-0.4004481113674045,-0.2289333847611168,-0.1441594153358441,0,1,1,2,1,2
-0.19852148470341352,0.2362665432511317,-0.43418405958807194,-0.1339788467313768,-0.3710804968403903,0,0,1,2,1,2
-0.08404040716754363,0.02493460551364038,-0.29815398355225786,-0.3055395833464394,-0.2964669799436625,0,1,2,1,1,2
-0.030705461411586844,0.2609389275318794,-0.4114900914409171,-0.22596847469615305,-0.3889350630915943,0,1,1,2,1,2
-0.024317663814232567,0.1668723695296793,-0.35105711508640275,-0.34581201643943815,-0.3919557199850419,0,1,1,2,1,2
0.21597158792476387,0.5764151325861893,-0.2405903179181324,0.2182619797889354,0.1806419604181546,2,0,0,2,2,2
-0.05565491516566675,0.02341221139946148,-0.31977208048726424,-0.1953271491787434,-0.26874258578747645,0,1,1,2,1,2
0.0005107685672449819,0.17295056507851606,-0.4828796379349872,-0.1471238234775698,-0.23945497256037035,0,1,1,2,0,2
0.4177709358053645,0.24856188086081626,-0.07040251081776339,0.12572623718498807,0.369979698996444,2,1,0,1,2,1
0.04962387631710709,0.06040021587364372,-0.3629169013307043,-0.24450358536451552,-0.33221844200229145,0,1,1,2,1,2
0.17040157215104373,0.4573662094120149,-0.0778629282729283,0.0018991183397226719,0.5825428035466336,2,1,0,2,2,2
0.25685601859493773,0.31820484100819413,-0.1850297041925858,0.14999224196311745,0.15226864708846072,2,1,1,1,2,1
-0.007227800949157988,0.2837178997850354,-0.4944830970946308,-0.2715266274261909,-0.09915678163822306,0,1,1,1,1,-1
-0.026758955226604667,0.27097069305584154,-0.454306012079696,0.3120006748598288,-0.39805846760014574,1,2,2,1,0,0
0.017323284374238357,0.33031615410284565,-0.32339412391995564,-0.06939243584793298,-0.3698755573347576,0,0,2,1,1,2
-0.20793150716470063,0.03402172716663511,-0.25284528178583415,0.36075948520013346,-0.38086364732439704,1,1,2,1,0,0
0.24535379291717618,0.41666678573540383,-0.2649733504058248,0.16663782683200365,0.34323135835666657,2,1,0,1,2,1
-0.0352955117084397,0.28111231980727236,-0.3897750789228326,-0.1498082184321193,-0.3589277800453948,0,1,2,2,1,2
0.23318639903605626,0.34974744277120096,-0.05066061168293309,0.34995865443759056,0.4505788057439572,2,0,1,1,2,2
-0.063683073311239,0.04207606028020133,-0.17954600121910225,0.4018122538331945,-0.2598335949603542,1,1,2,1,0,0
-0.11663473887502897,0.06202471875739332,-0.11057478498621309,0.3261254417621896,-0.3866582151877374,1,2,2,1,0,0
-0.05656973818137308,0.04826678144365344,-0.28216170943631047,0.41884834669251514,-0.21787034729343047,1,1,2,0,0,0
0.24439317888332374,0.48393970998433766,-0.09556179054788493,0.052605388913219295,0.30735708227154857,2,1,1,1,2,1
0.04975666943018843,0.21292951465996962,-0.2088088190956506,-0.046777647438370845,-0.21624242583291775,0,1,1,2,1,2
-0.08546074280535003,0.08721734661391363,-0.4739905193048325,0.011362142808353348,-0.2770666299653359,0,1,2,2,1,2
